             pointing  group        RA       Dec  skip        SN               filename                 field detname  tilenumber
       A11pl3Z_77U500    NaN 268.65082 -18.51613     0       NaN                    NaN        A11pl3Z_77U500      N4          35
           GRB250706B    NaN  41.21930 -49.97418     0       NaN                    NaN            GRB250706B      N4          35
       A11pl3Z_78U100    NaN 267.61189 -18.47742     0       NaN                    NaN        A11pl3Z_78U100      N4          35
       A11pl3Z_78U130    NaN 267.59985 -18.47696     0       NaN                    NaN        A11pl3Z_78U130      N4          35
       A11pl3Z_78U200    NaN 267.58781 -18.47650     0       NaN                    NaN        A11pl3Z_78U200      N4          35
       A11pl3Z_78U300    NaN 267.56370 -18.47557     0       NaN                    NaN        A11pl3Z_78U300      N4          35
       A11pl3Z_78U345    NaN 267.54561 -18.47486     0       NaN                    NaN        A11pl3Z_78U345      N4          35
       A11pl3Z_78U500    NaN 267.51544 -18.47365     0       NaN                    NaN        A11pl3Z_78U500      N4          35
       A11pl3Z_78U600    NaN 267.49131 -18.47267     0       NaN                    NaN        A11pl3Z_78U600      N4          35
       A11pl3Z_78U700    NaN 267.46720 -18.47167     0       NaN                    NaN        A11pl3Z_78U700      N4          35
      A11pl3Z_717U100    NaN 262.16373 -18.19925     0       NaN                    NaN       A11pl3Z_717U100      N4          35
      A11pl3Z_717U130    NaN 262.15043 -18.19843     0       NaN                    NaN       A11pl3Z_717U130      N4          35
      A11pl3Z_717U200    NaN 262.13712 -18.19761     0       NaN                    NaN       A11pl3Z_717U200      N4          35
      A11pl3Z_717U345    NaN 262.09053 -18.19468     0       NaN                    NaN       A11pl3Z_717U345      N4          35
              2025rbs    NaN 339.07347  33.68350     0       NaN                    NaN               2025rbs     S27           6
     A11pl3Z_730U0100    NaN 254.22717 -17.56192     0       NaN                    NaN      A11pl3Z_730U0100      N4          35
     A11pl3Z_730U0130    NaN 254.21288 -17.56053     0       NaN                    NaN      A11pl3Z_730U0130      N4          35
     A11pl3Z_730U0200    NaN 254.19858 -17.55913     0       NaN                    NaN      A11pl3Z_730U0200      N4          35
     A11pl3Z_730U0230    NaN 254.18428 -17.55773     0       NaN                    NaN      A11pl3Z_730U0230      N4          35
     A11pl3Z_730U0330    NaN 254.15570 -17.55492     0       NaN                    NaN      A11pl3Z_730U0330      N4          35
            ELAISS1_a    ELA   9.45000 -43.04000     0       NaN                    NaN             ELAISS1_a     NaN        <NA>
            ELAISS1_b    ELA   7.50300 -44.02000     0       NaN                    NaN             ELAISS1_b     NaN        <NA>
            ELAISS1_c    ELA   9.45000 -44.84000     0       NaN                    NaN             ELAISS1_c     NaN        <NA>
            ELAISS1_d    ELA  11.39000 -44.02000     0       NaN                    NaN             ELAISS1_d     NaN        <NA>
                XMM_a    XMM  35.57000  -3.84000     0       NaN                    NaN                 XMM_a     NaN        <NA>
                XMM_b    XMM  34.16500  -4.82000     0       NaN                    NaN                 XMM_b     NaN        <NA>
                XMM_c    XMM  35.57000  -5.64000     0       NaN                    NaN                 XMM_c     NaN        <NA>
                XMM_d    XMM  36.97500  -4.82000     0       NaN                    NaN                 XMM_d     NaN        <NA>
              ECDFS_a XECDFS  52.98000 -27.14000     0       NaN                    NaN               ECDFS_a     NaN        <NA>
              ECDFS_b XECDFS  51.39000 -28.12000     0       NaN                    NaN               ECDFS_b     NaN        <NA>
              ECDFS_c XECDFS  52.98000 -28.94000     0       NaN                    NaN               ECDFS_c     NaN        <NA>
              ECDFS_d XECDFS  54.56700 -28.12000     0       NaN                    NaN               ECDFS_d     NaN        <NA>
             COSMOS_a   XCOS 150.11000   3.21000     0       NaN                    NaN              COSMOS_a     NaN        <NA>
             COSMOS_b   XCOS 148.71000   2.23000     0       NaN                    NaN              COSMOS_b     NaN        <NA>
             COSMOS_c   XCOS 150.11000   1.41000     0       NaN                    NaN              COSMOS_c     NaN        <NA>
             COSMOS_d   XCOS 151.51100   2.23000     0       NaN                    NaN              COSMOS_d     NaN        <NA>
              EDFS_aa  XEDFS  58.90000 -48.34000     0       NaN                    NaN               EDFS_aa     NaN        <NA>
              EDFS_ab  XEDFS  56.75221 -49.32000     0       NaN                    NaN               EDFS_ab     NaN        <NA>
              EDFS_ac  XEDFS  58.90000 -50.14000     0       NaN                    NaN               EDFS_ac     NaN        <NA>
              EDFS_ad  XEDFS  61.04779 -49.32000     0       NaN                    NaN               EDFS_ad     NaN        <NA>
              EDFS_ba  XEDFS  63.60000 -46.62000     0       NaN                    NaN               EDFS_ba     NaN        <NA>
              EDFS_bb  XEDFS  61.52378 -47.60000     0       NaN                    NaN               EDFS_bb     NaN        <NA>
              EDFS_bc  XEDFS  63.60000 -48.42000     0       NaN                    NaN               EDFS_bc     NaN        <NA>
              EDFS_bd  XEDFS  65.67620 -47.60000     0       NaN                    NaN               EDFS_bd     NaN        <NA>
              2025shi    NaN 342.17374  27.66977     0       NaN                    NaN               2025shi      N4          35
              2025tis    NaN  58.84248 -28.07209     0       NaN                    NaN               2025tis      N4          35
              2025tqb    NaN 342.65110 -34.28973     0       NaN                    NaN               2025tqb      N4          35
    A11pl3Z_0831U2330    NaN 232.41151 -14.39154     0       NaN                    NaN     A11pl3Z_0831U2330      N4          35
    A11pl3Z_0801U0000    NaN 232.39886 -14.38912     0       NaN                    NaN     A11pl3Z_0801U0000      N4          35
    A11pl3Z_0801U0030    NaN 232.38623 -14.38670     0       NaN                    NaN     A11pl3Z_0801U0030      N4          35
    A11pl3Z_0801U0100    NaN 232.37361 -14.38428     0       NaN                    NaN     A11pl3Z_0801U0100      N4          35
    A11pl3Z_0801U0130    NaN 232.36101 -14.38185     0       NaN                    NaN     A11pl3Z_0801U0130      N4          35
          TDE_VENUS_1    NaN 342.22384 -44.48140     0       NaN                    NaN           TDE_VENUS_1      N4          35
